haldtopic,year,N_present,N_not_present,N,alpha,beta,mean_from_alphabeta,sd_from_alphabeta,proportion_present,sd_proportion_present,originaltopic,topic_order,topic_use,topic_discipline,topic_majortaxon,topic_label
topic133,1839,0,1,1,1,2,0.333333333,0.23570226,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1840,0,1,1,1,2,0.333333333,0.23570226,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1843,0,1,1,1,2,0.333333333,0.23570226,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1844,0,1,1,1,2,0.333333333,0.23570226,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1845,0,2,2,1,3,0.25,0.193649167,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1850,0,2,2,1,3,0.25,0.193649167,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1852,0,1,1,1,2,0.333333333,0.23570226,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1854,0,7,7,1,8,0.111111111,0.099380799,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1856,0,3,3,1,4,0.2,0.163299316,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1857,0,7,7,1,8,0.111111111,0.099380799,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1858,0,2,2,1,3,0.25,0.193649167,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1859,0,3,3,1,4,0.2,0.163299316,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1860,0,5,5,1,6,0.142857143,0.123717915,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1861,0,2,2,1,3,0.25,0.193649167,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1862,0,5,5,1,6,0.142857143,0.123717915,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1863,0,2,2,1,3,0.25,0.193649167,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1864,0,1,1,1,2,0.333333333,0.23570226,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1865,0,3,3,1,4,0.2,0.163299316,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1866,0,2,2,1,3,0.25,0.193649167,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1867,0,37,37,1,38,0.025641026,0.02499178,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1868,0,55,55,1,56,0.01754386,0.017238726,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1869,0,67,67,1,68,0.014492754,0.014284214,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1870,0,49,49,1,50,0.019607843,0.019227072,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1871,0,60,60,1,61,0.016129032,0.015870951,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1872,0,44,44,1,45,0.02173913,0.021271568,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1873,0,55,55,1,56,0.01754386,0.017238726,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1874,0,60,60,1,61,0.016129032,0.015870951,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1875,0,41,41,1,42,0.023255814,0.022721126,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1876,0,49,49,1,50,0.019607843,0.019227072,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1877,0,51,51,1,52,0.018867925,0.018515222,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1878,0,58,58,1,59,0.016666667,0.016391166,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1879,0,54,54,1,55,0.017857143,0.017541062,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1880,0,56,56,1,57,0.017241379,0.016946633,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1881,0,58,58,1,59,0.016666667,0.016391166,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1882,0,57,57,1,58,0.016949153,0.016664273,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1883,0,79,79,1,80,0.012345679,0.012194193,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1884,0,71,71,1,72,0.01369863,0.013512246,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1885,0,62,62,1,63,0.015625,0.015382737,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1886,0,66,66,1,67,0.014705882,0.014491186,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1887,0,72,72,1,73,0.013513514,0.013332116,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1888,0,85,85,1,86,0.011494253,0.011362886,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1889,0,70,70,1,71,0.013888889,0.013697309,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1890,0,74,74,1,75,0.013157895,0.012985889,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1891,0,66,66,1,67,0.014705882,0.014491186,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1892,0,67,67,1,68,0.014492754,0.014284214,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1893,0,101,101,1,102,0.009708738,0.009614931,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1894,0,60,60,1,61,0.016129032,0.015870951,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1895,0,96,96,1,97,0.010204082,0.010100484,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1896,0,105,105,1,106,0.009345794,0.009258855,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1897,0,90,90,1,91,0.010869565,0.010752053,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1898,0,113,113,1,114,0.008695652,0.008620364,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1899,0,113,113,1,114,0.008695652,0.008620364,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1900,0,113,113,1,114,0.008695652,0.008620364,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1901,0,116,116,1,117,0.008474576,0.00840306,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1902,0,145,145,1,146,0.006802721,0.0067566,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1903,0,131,131,1,132,0.007518797,0.007462476,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1904,0,137,137,1,138,0.007194245,0.007142672,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1905,0,122,122,1,123,0.008064516,0.00799974,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1906,0,105,105,1,106,0.009345794,0.009258855,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1907,0,117,117,1,118,0.008403361,0.008333039,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1908,0,157,157,1,158,0.006289308,0.006249876,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1909,0,159,159,1,160,0.00621118,0.00617272,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1910,0,138,138,1,139,0.007142857,0.007092018,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1911,0,148,148,1,149,0.006666667,0.006622369,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1912,0,129,129,1,130,0.007633588,0.007575537,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1913,0,137,137,1,138,0.007194245,0.007142672,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1914,1,150,151,2,151,0.013071895,0.009152752,0.006622517,0.006600551,topic55,133,1,NA,NA,statistics bayesian
topic133,1915,0,153,153,1,154,0.006451613,0.006410123,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1916,1,166,167,2,167,0.01183432,0.008293963,0.005988024,0.005970069,topic55,133,1,NA,NA,statistics bayesian
topic133,1917,1,121,122,2,122,0.016129032,0.011267258,0.008196721,0.008163059,topic55,133,1,NA,NA,statistics bayesian
topic133,1918,0,122,122,1,123,0.008064516,0.00799974,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1919,0,114,114,1,115,0.00862069,0.008546691,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1920,0,137,137,1,138,0.007194245,0.007142672,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1921,0,120,120,1,121,0.008196721,0.008129808,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1922,0,154,154,1,155,0.006410256,0.006369296,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1923,0,159,159,1,160,0.00621118,0.00617272,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1924,0,144,144,1,145,0.006849315,0.006802562,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1925,0,151,151,1,152,0.006535948,0.006493368,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1926,0,173,173,1,174,0.005714286,0.005681725,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1927,0,178,178,1,179,0.005555556,0.005524777,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1928,0,173,173,1,174,0.005714286,0.005681725,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1929,1,173,174,2,174,0.011363636,0.007966918,0.005747126,0.005730588,topic55,133,1,NA,NA,statistics bayesian
topic133,1930,0,189,189,1,190,0.005235602,0.005208262,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1931,0,223,223,1,224,0.004444444,0.004424735,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1932,0,229,229,1,230,0.004329004,0.004310304,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1933,0,187,187,1,188,0.005291005,0.005263084,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1934,0,212,212,1,213,0.004672897,0.004651112,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1935,0,262,262,1,263,0.003787879,0.003773558,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1936,2,273,275,3,274,0.010830325,0.006207743,0.007272727,0.00512386,topic55,133,1,NA,NA,statistics bayesian
topic133,1937,0,251,251,1,252,0.003952569,0.003936977,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1938,0,249,249,1,250,0.003984064,0.003968222,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1939,1,297,298,2,298,0.006666667,0.004690494,0.003355705,0.00335007,topic55,133,1,NA,NA,statistics bayesian
topic133,1940,0,254,254,1,255,0.00390625,0.003891021,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1941,0,267,267,1,268,0.003717472,0.003703678,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1942,0,275,275,1,276,0.003610108,0.003597099,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1943,0,236,236,1,237,0.004201681,0.004184063,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1944,0,201,201,1,202,0.004926108,0.004901901,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1945,0,231,231,1,232,0.004291845,0.004273465,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1946,0,211,211,1,212,0.004694836,0.004672846,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1947,1,254,255,2,255,0.007782101,0.00547069,0.003921569,0.003913872,topic55,133,1,NA,NA,statistics bayesian
topic133,1948,0,267,267,1,268,0.003717472,0.003703678,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1949,0,315,315,1,316,0.003154574,0.003144638,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1950,0,341,341,1,342,0.002915452,0.002906964,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1951,2,356,358,3,357,0.008333333,0.004784523,0.005586592,0.003939267,topic55,133,1,NA,NA,statistics bayesian
topic133,1952,0,404,404,1,405,0.002463054,0.002456995,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1953,0,423,423,1,424,0.002352941,0.002347411,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1954,0,503,503,1,504,0.001980198,0.001976281,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1955,2,612,614,3,613,0.00487013,0.002802642,0.003257329,0.002299525,topic55,133,1,NA,NA,statistics bayesian
topic133,1956,1,649,650,2,650,0.003067485,0.002164051,0.001538462,0.001537278,topic55,133,1,NA,NA,statistics bayesian
topic133,1957,2,631,633,3,632,0.004724409,0.002719048,0.003159558,0.002230612,topic55,133,1,NA,NA,statistics bayesian
topic133,1958,0,657,657,1,658,0.001517451,0.00151515,0,0,topic55,133,1,NA,NA,statistics bayesian
topic133,1959,1,718,719,2,719,0.002773925,0.001957382,0.001390821,0.001389853,topic55,133,1,NA,NA,statistics bayesian
topic133,1960,1,718,719,2,719,0.002773925,0.001957382,0.001390821,0.001389853,topic55,133,1,NA,NA,statistics bayesian
topic133,1961,1,746,747,2,747,0.002670227,0.001884356,0.001338688,0.001337792,topic55,133,1,NA,NA,statistics bayesian
topic133,1962,2,744,746,3,745,0.004010695,0.002309385,0.002680965,0.001893186,topic55,133,1,NA,NA,statistics bayesian
topic133,1963,1,790,791,2,791,0.002522068,0.001779999,0.001264223,0.001263423,topic55,133,1,NA,NA,statistics bayesian
topic133,1964,3,965,968,4,966,0.004123711,0.00205654,0.003099174,0.001786534,topic55,133,1,NA,NA,statistics bayesian
topic133,1965,5,1039,1044,6,1040,0.005736138,0.002333927,0.004789272,0.002136693,topic55,133,1,NA,NA,statistics bayesian
topic133,1966,6,1160,1166,7,1161,0.005993151,0.002257434,0.005145798,0.002095351,topic55,133,1,NA,NA,statistics bayesian
topic133,1967,5,1188,1193,6,1189,0.005020921,0.002043775,0.004191115,0.001870392,topic55,133,1,NA,NA,statistics bayesian
topic133,1968,6,1386,1392,7,1387,0.005021521,0.001892506,0.004310345,0.001755894,topic55,133,1,NA,NA,statistics bayesian
topic133,1969,9,1520,1529,10,1521,0.006531679,0.002058069,0.0058862,0.001956284,topic55,133,1,NA,NA,statistics bayesian
topic133,1970,11,1554,1565,12,1555,0.007657945,0.002201475,0.007028754,0.002111788,topic55,133,1,NA,NA,statistics bayesian
topic133,1971,13,1704,1717,14,1705,0.00814427,0.002167136,0.007571345,0.002091949,topic55,133,1,NA,NA,statistics bayesian
topic133,1972,12,1843,1855,13,1844,0.007000539,0.001934271,0.006469003,0.00186139,topic55,133,1,NA,NA,statistics bayesian
topic133,1973,11,1996,2007,12,1997,0.005973121,0.001718706,0.005480817,0.001647994,topic55,133,1,NA,NA,statistics bayesian
topic133,1974,9,2082,2091,10,2083,0.004777831,0.001506909,0.004304161,0.001431629,topic55,133,1,NA,NA,statistics bayesian
topic133,1975,10,2308,2318,11,2309,0.004741379,0.001425879,0.004314064,0.001361281,topic55,133,1,NA,NA,statistics bayesian
topic133,1976,16,2373,2389,17,2374,0.007109996,0.001717927,0.006697363,0.001668724,topic55,133,1,NA,NA,statistics bayesian
topic133,1977,14,2693,2707,15,2694,0.005537099,0.001425446,0.005171777,0.001378637,topic55,133,1,NA,NA,statistics bayesian
topic133,1978,21,2763,2784,22,2764,0.007896626,0.001676605,0.007543103,0.00163982,topic55,133,1,NA,NA,statistics bayesian
topic133,1979,24,3049,3073,25,3050,0.008130081,0.00161913,0.007809958,0.001587963,topic55,133,1,NA,NA,statistics bayesian
topic133,1980,21,3315,3336,22,3316,0.006590773,0.00140031,0.006294964,0.001369343,topic55,133,1,NA,NA,statistics bayesian
topic133,1981,44,3596,3640,45,3597,0.012355848,0.001830235,0.012087912,0.001811274,topic55,133,1,NA,NA,statistics bayesian
topic133,1982,27,3685,3712,28,3686,0.007539041,0.001419173,0.007273707,0.001394725,topic55,133,1,NA,NA,statistics bayesian
topic133,1983,41,3844,3885,42,3845,0.010805248,0.001658041,0.010553411,0.001639446,topic55,133,1,NA,NA,statistics bayesian
topic133,1984,44,4116,4160,45,4117,0.01081211,0.001602845,0.010576923,0.001586076,topic55,133,1,NA,NA,statistics bayesian
topic133,1985,51,4391,4442,52,4392,0.01170117,0.001612957,0.011481315,0.00159845,topic55,133,1,NA,NA,statistics bayesian
topic133,1986,43,4459,4502,44,4460,0.009769094,0.001465372,0.009551311,0.001449588,topic55,133,1,NA,NA,statistics bayesian
topic133,1987,44,4655,4699,45,4656,0.009572431,0.001419977,0.009363694,0.001405005,topic55,133,1,NA,NA,statistics bayesian
topic133,1988,36,4821,4857,37,4822,0.007614736,0.001246951,0.007411983,0.001230744,topic55,133,1,NA,NA,statistics bayesian
topic133,1989,58,4906,4964,59,4907,0.011880789,0.001537377,0.011684126,0.001525212,topic55,133,1,NA,NA,statistics bayesian
topic133,1990,53,4954,5007,54,4955,0.010780595,0.001458978,0.010585181,0.001446271,topic55,133,1,NA,NA,statistics bayesian
topic133,1991,64,5227,5291,65,5228,0.01228037,0.001513668,0.012096012,0.001502829,topic55,133,1,NA,NA,statistics bayesian
topic133,1992,50,5546,5596,51,5547,0.009110397,0.001269773,0.008934954,0.001257936,topic55,133,1,NA,NA,statistics bayesian
topic133,1993,69,5651,5720,70,5652,0.012233485,0.001453083,0.012062937,0.001443421,topic55,133,1,NA,NA,statistics bayesian
topic133,1994,100,6001,6101,101,6002,0.016549238,0.001632894,0.016390756,0.001625587,topic55,133,1,NA,NA,statistics bayesian
topic133,1995,96,6106,6202,97,6107,0.015635074,0.001574915,0.015478878,0.001567532,topic55,133,1,NA,NA,statistics bayesian
topic133,1996,121,6734,6855,122,6735,0.017792037,0.001596305,0.017651349,0.001590443,topic55,133,1,NA,NA,statistics bayesian
topic133,1997,101,6713,6814,102,6714,0.014964789,0.001470498,0.014822424,0.001463915,topic55,133,1,NA,NA,statistics bayesian
topic133,1998,135,7228,7363,136,7229,0.018465716,0.001568628,0.018334918,0.001563485,topic55,133,1,NA,NA,statistics bayesian
topic133,1999,120,7311,7431,121,7312,0.016278757,0.001467693,0.016148567,0.001462205,topic55,133,1,NA,NA,statistics bayesian
topic133,2000,150,7584,7734,151,7585,0.019519131,0.001572764,0.01939488,0.001568153,topic55,133,1,NA,NA,statistics bayesian
topic133,2001,152,8026,8178,153,8027,0.018704156,0.001497841,0.018586451,0.001493484,topic55,133,1,NA,NA,statistics bayesian
topic133,2002,195,8055,8250,196,8056,0.023751818,0.001676188,0.023636364,0.001672512,topic55,133,1,NA,NA,statistics bayesian
topic133,2003,218,8615,8833,219,8616,0.024787776,0.001654019,0.024680177,0.001650797,topic55,133,1,NA,NA,statistics bayesian
topic133,2004,223,8901,9124,224,8902,0.024545255,0.001619658,0.024441035,0.001616568,topic55,133,1,NA,NA,statistics bayesian
topic133,2005,251,9182,9433,252,9183,0.026709062,0.001659804,0.026608714,0.001657031,topic55,133,1,NA,NA,statistics bayesian
topic133,2006,251,9712,9963,252,9713,0.02528851,0.001572676,0.025193215,0.001570023,topic55,133,1,NA,NA,statistics bayesian
topic133,2007,276,9932,10208,277,9933,0.027130264,0.001607756,0.027037618,0.001605321,topic55,133,1,NA,NA,statistics bayesian
topic133,2008,317,10075,10392,318,10076,0.030594574,0.001689128,0.030504234,0.001686955,topic55,133,1,NA,NA,statistics bayesian
topic133,2009,328,10281,10609,329,10282,0.03100556,0.001682604,0.030917146,0.001680517,topic55,133,1,NA,NA,statistics bayesian
topic133,2010,332,9914,10246,333,9915,0.032494145,0.001751413,0.032402889,0.001749291,topic55,133,1,NA,NA,statistics bayesian
topic133,2011,348,9858,10206,349,9859,0.034188871,0.001798444,0.03409759,0.00179639,topic55,133,1,NA,NA,statistics bayesian
topic133,2012,246,6742,6988,247,6743,0.035336195,0.002208148,0.035203205,0.002204614,topic55,133,1,NA,NA,statistics bayesian
topic133,2013,261,6494,6755,262,6495,0.038774604,0.002348428,0.038638046,0.002344976,topic55,133,1,NA,NA,statistics bayesian
topic133,2014,142,2774,2916,143,2775,0.049006169,0.00399574,0.048696845,0.003985806,topic55,133,1,NA,NA,statistics bayesian
topic133,2015,23,688,711,24,689,0.033660589,0.006749578,0.032348805,0.006635196,topic55,133,1,NA,NA,statistics bayesian
topic133,2016,1,253,254,2,254,0.0078125,0.005491934,0.003937008,0.00392925,topic55,133,1,NA,NA,statistics bayesian
topic133,2017,0,124,124,1,125,0.007936508,0.007873768,0,0,topic55,133,1,NA,NA,statistics bayesian
topic134,1809,0,1,1,1,2,0.333333333,0.23570226,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1812,0,1,1,1,2,0.333333333,0.23570226,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1815,0,2,2,1,3,0.25,0.193649167,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1830,0,3,3,1,4,0.2,0.163299316,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1833,0,3,3,1,4,0.2,0.163299316,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1834,0,1,1,1,2,0.333333333,0.23570226,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1836,0,1,1,1,2,0.333333333,0.23570226,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1837,0,2,2,1,3,0.25,0.193649167,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1838,0,1,1,1,2,0.333333333,0.23570226,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1839,0,1,1,1,2,0.333333333,0.23570226,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1840,0,1,1,1,2,0.333333333,0.23570226,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1843,0,1,1,1,2,0.333333333,0.23570226,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1844,0,1,1,1,2,0.333333333,0.23570226,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1845,0,2,2,1,3,0.25,0.193649167,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1850,0,2,2,1,3,0.25,0.193649167,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1852,0,1,1,1,2,0.333333333,0.23570226,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1854,1,6,7,2,7,0.222222222,0.13146844,0.142857143,0.132260014,topic77,134,1,NA,NA,stratigraphy
topic134,1856,1,2,3,2,3,0.4,0.2,0.333333333,0.272165527,topic77,134,1,NA,NA,stratigraphy
topic134,1857,0,7,7,1,8,0.111111111,0.099380799,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1858,0,2,2,1,3,0.25,0.193649167,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1859,0,3,3,1,4,0.2,0.163299316,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1860,0,5,5,1,6,0.142857143,0.123717915,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1861,0,2,2,1,3,0.25,0.193649167,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1862,0,5,5,1,6,0.142857143,0.123717915,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1863,0,2,2,1,3,0.25,0.193649167,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1864,0,1,1,1,2,0.333333333,0.23570226,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1865,0,3,3,1,4,0.2,0.163299316,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1866,0,2,2,1,3,0.25,0.193649167,0,0,topic77,134,1,NA,NA,stratigraphy
topic134,1867,2,35,37,3,36,0.076923077,0.042132504,0.054054054,0.037174611,topic77,134,1,NA,NA,stratigraphy
topic134,1868,7,48,55,8,49,0.140350877,0.045609381,0.127272727,0.044939228,topic77,134,1,NA,NA,stratigraphy
topic134,1869,2,65,67,3,66,0.043478261,0.024374431,0.029850746,0.020790239,topic77,134,1,NA,NA,stratigraphy
topic134,1870,5,44,49,6,45,0.117647059,0.044679678,0.102040816,0.04324314,topic77,134,1,NA,NA,stratigraphy
topic134,1871,7,53,60,8,54,0.129032258,0.042235721,0.116666667,0.041443849,topic77,134,1,NA,NA,stratigraphy
topic134,1872,4,40,44,5,41,0.108695652,0.045401497,0.090909091,0.043339209,topic77,134,1,NA,NA,stratigraphy
topic134,1873,3,52,55,4,53,0.070175439,0.033541237,0.054545455,0.030620922,topic77,134,1,NA,NA,stratigraphy
topic134,1874,1,59,60,2,60,0.032258065,0.022260179,0.016666667,0.016527194,topic77,134,1,NA,NA,stratigraphy
topic134,1875,2,39,41,3,40,0.069767442,0.038405713,0.048780488,0.033641203,topic77,134,1,NA,NA,stratigraphy
topic134,1876,6,43,49,7,44,0.137254902,0.047720338,0.12244898,0.046829092,topic77,134,1,NA,NA,stratigraphy
topic134,1877,10,41,51,11,42,0.20754717,0.055188455,0.196078431,0.055595119,topic77,134,1,NA,NA,stratigraphy
topic134,1878,6,52,58,7,53,0.116666667,0.041102741,0.103448276,0.039988518,topic77,134,1,NA,NA,stratigraphy
topic134,1879,8,46,54,9,47,0.160714286,0.04864573,0.148148148,0.048342963,topic77,134,1,NA,NA,stratigraphy
topic134,1880,5,51,56,6,52,0.103448276,0.039648184,0.089285714,0.038105534,topic77,134,1,NA,NA,stratigraphy
topic134,1881,2,56,58,3,57,0.05,0.027904991,0.034482759,0.023958908,topic77,134,1,NA,NA,stratigraphy
topic134,1882,8,49,57,9,50,0.152542373,0.046417166,0.140350877,0.046007724,topic77,134,1,NA,NA,stratigraphy
topic134,1883,14,65,79,15,66,0.185185185,0.042896875,0.17721519,0.042961562,topic77,134,1,NA,NA,stratigraphy
topic134,1884,8,63,71,9,64,0.123287671,0.038218402,0.112676056,0.037525609,topic77,134,1,NA,NA,stratigraphy
topic134,1885,9,53,62,10,54,0.15625,0.045036043,0.14516129,0.044737494,topic77,134,1,NA,NA,stratigraphy
topic134,1886,3,63,66,4,64,0.058823529,0.028326083,0.045454545,0.025639822,topic77,134,1,NA,NA,stratigraphy
topic134,1887,12,60,72,13,61,0.175675676,0.043941436,0.166666667,0.043920523,topic77,134,1,NA,NA,stratigraphy
topic134,1888,14,71,85,15,72,0.172413793,0.040267187,0.164705882,0.040231368,topic77,134,1,NA,NA,stratigraphy
topic134,1889,4,66,70,5,67,0.069444444,0.029752843,0.057142857,0.027743095,topic77,134,1,NA,NA,stratigraphy
topic134,1890,3,71,74,4,72,0.052631579,0.025447041,0.040540541,0.022926736,topic77,134,1,NA,NA,stratigraphy
topic134,1891,5,61,66,6,62,0.088235294,0.034145857,0.075757576,0.032571219,topic77,134,1,NA,NA,stratigraphy
topic134,1892,2,65,67,3,66,0.043478261,0.024374431,0.029850746,0.020790239,topic77,134,1,NA,NA,stratigraphy
topic134,1893,11,90,101,12,91,0.116504854,0.031459906,0.108910891,0.030998133,topic77,134,1,NA,NA,stratigraphy
topic134,1894,2,58,60,3,59,0.048387097,0.027034894,0.033333333,0.02317406,topic77,134,1,NA,NA,stratigraphy
topic134,1895,12,84,96,13,85,0.132653061,0.034090821,0.125,0.033753858,topic77,134,1,NA,NA,stratigraphy
topic134,1896,9,96,105,10,97,0.093457944,0.028008523,0.085714286,0.027319511,topic77,134,1,NA,NA,stratigraphy
topic134,1897,8,82,90,9,83,0.097826087,0.030805694,0.088888889,0.029997714,topic77,134,1,NA,NA,stratigraphy
topic134,1898,15,98,113,16,99,0.139130435,0.032132961,0.132743363,0.031918392,topic77,134,1,NA,NA,stratigraphy
topic134,1899,9,104,113,10,105,0.086956522,0.026161812,0.079646018,0.025469491,topic77,134,1,NA,NA,stratigraphy
topic134,1900,8,105,113,9,106,0.07826087,0.024937181,0.07079646,0.024128036,topic77,134,1,NA,NA,stratigraphy
topic134,1901,9,107,116,10,108,0.084745763,0.025530328,0.077586207,0.024838545,topic77,134,1,NA,NA,stratigraphy
topic134,1902,5,140,145,6,141,0.040816327,0.01626436,0.034482759,0.015152944,topic77,134,1,NA,NA,stratigraphy
topic134,1903,5,126,131,6,127,0.045112782,0.017929717,0.038167939,0.016740304,topic77,134,1,NA,NA,stratigraphy
topic134,1904,5,132,137,6,133,0.043165468,0.017176024,0.03649635,0.016021055,topic77,134,1,NA,NA,stratigraphy
