haldtopic,year,N_present,N_not_present,N,alpha,beta,mean_from_alphabeta,sd_from_alphabeta,proportion_present,sd_proportion_present,originaltopic,topic_order,topic_use,topic_discipline,topic_majortaxon,topic_label
topic1,1809,0,1,1,1,2,0.333333333,0.23570226,0,0,topic59,1,1,NA,animal,amphibians
topic1,1812,0,1,1,1,2,0.333333333,0.23570226,0,0,topic59,1,1,NA,animal,amphibians
topic1,1815,0,2,2,1,3,0.25,0.193649167,0,0,topic59,1,1,NA,animal,amphibians
topic1,1830,0,3,3,1,4,0.2,0.163299316,0,0,topic59,1,1,NA,animal,amphibians
topic1,1833,0,3,3,1,4,0.2,0.163299316,0,0,topic59,1,1,NA,animal,amphibians
topic1,1834,0,1,1,1,2,0.333333333,0.23570226,0,0,topic59,1,1,NA,animal,amphibians
topic1,1836,0,1,1,1,2,0.333333333,0.23570226,0,0,topic59,1,1,NA,animal,amphibians
topic1,1837,0,2,2,1,3,0.25,0.193649167,0,0,topic59,1,1,NA,animal,amphibians
topic1,1838,0,1,1,1,2,0.333333333,0.23570226,0,0,topic59,1,1,NA,animal,amphibians
topic1,1839,0,1,1,1,2,0.333333333,0.23570226,0,0,topic59,1,1,NA,animal,amphibians
topic1,1840,0,1,1,1,2,0.333333333,0.23570226,0,0,topic59,1,1,NA,animal,amphibians
topic1,1843,0,1,1,1,2,0.333333333,0.23570226,0,0,topic59,1,1,NA,animal,amphibians
topic1,1844,0,1,1,1,2,0.333333333,0.23570226,0,0,topic59,1,1,NA,animal,amphibians
topic1,1845,0,2,2,1,3,0.25,0.193649167,0,0,topic59,1,1,NA,animal,amphibians
topic1,1850,0,2,2,1,3,0.25,0.193649167,0,0,topic59,1,1,NA,animal,amphibians
topic1,1852,0,1,1,1,2,0.333333333,0.23570226,0,0,topic59,1,1,NA,animal,amphibians
topic1,1854,0,7,7,1,8,0.111111111,0.099380799,0,0,topic59,1,1,NA,animal,amphibians
topic1,1856,0,3,3,1,4,0.2,0.163299316,0,0,topic59,1,1,NA,animal,amphibians
topic1,1857,0,7,7,1,8,0.111111111,0.099380799,0,0,topic59,1,1,NA,animal,amphibians
topic1,1858,0,2,2,1,3,0.25,0.193649167,0,0,topic59,1,1,NA,animal,amphibians
topic1,1859,0,3,3,1,4,0.2,0.163299316,0,0,topic59,1,1,NA,animal,amphibians
topic1,1860,0,5,5,1,6,0.142857143,0.123717915,0,0,topic59,1,1,NA,animal,amphibians
topic1,1861,0,2,2,1,3,0.25,0.193649167,0,0,topic59,1,1,NA,animal,amphibians
topic1,1862,0,5,5,1,6,0.142857143,0.123717915,0,0,topic59,1,1,NA,animal,amphibians
topic1,1863,0,2,2,1,3,0.25,0.193649167,0,0,topic59,1,1,NA,animal,amphibians
topic1,1864,0,1,1,1,2,0.333333333,0.23570226,0,0,topic59,1,1,NA,animal,amphibians
topic1,1865,0,3,3,1,4,0.2,0.163299316,0,0,topic59,1,1,NA,animal,amphibians
topic1,1866,0,2,2,1,3,0.25,0.193649167,0,0,topic59,1,1,NA,animal,amphibians
topic1,1867,0,37,37,1,38,0.025641026,0.02499178,0,0,topic59,1,1,NA,animal,amphibians
topic1,1868,0,55,55,1,56,0.01754386,0.017238726,0,0,topic59,1,1,NA,animal,amphibians
topic1,1869,0,67,67,1,68,0.014492754,0.014284214,0,0,topic59,1,1,NA,animal,amphibians
topic1,1870,0,49,49,1,50,0.019607843,0.019227072,0,0,topic59,1,1,NA,animal,amphibians
topic1,1871,2,58,60,3,59,0.048387097,0.027034894,0.033333333,0.02317406,topic59,1,1,NA,animal,amphibians
topic1,1872,0,44,44,1,45,0.02173913,0.021271568,0,0,topic59,1,1,NA,animal,amphibians
topic1,1873,0,55,55,1,56,0.01754386,0.017238726,0,0,topic59,1,1,NA,animal,amphibians
topic1,1874,0,60,60,1,61,0.016129032,0.015870951,0,0,topic59,1,1,NA,animal,amphibians
topic1,1875,2,39,41,3,40,0.069767442,0.038405713,0.048780488,0.033641203,topic59,1,1,NA,animal,amphibians
topic1,1876,1,48,49,2,49,0.039215686,0.026917901,0.020408163,0.020198843,topic59,1,1,NA,animal,amphibians
topic1,1877,0,51,51,1,52,0.018867925,0.018515222,0,0,topic59,1,1,NA,animal,amphibians
topic1,1878,0,58,58,1,59,0.016666667,0.016391166,0,0,topic59,1,1,NA,animal,amphibians
topic1,1879,0,54,54,1,55,0.017857143,0.017541062,0,0,topic59,1,1,NA,animal,amphibians
topic1,1880,0,56,56,1,57,0.017241379,0.016946633,0,0,topic59,1,1,NA,animal,amphibians
topic1,1881,0,58,58,1,59,0.016666667,0.016391166,0,0,topic59,1,1,NA,animal,amphibians
topic1,1882,0,57,57,1,58,0.016949153,0.016664273,0,0,topic59,1,1,NA,animal,amphibians
topic1,1883,1,78,79,2,79,0.024691358,0.017137071,0.012658228,0.012577857,topic59,1,1,NA,animal,amphibians
topic1,1884,0,71,71,1,72,0.01369863,0.013512246,0,0,topic59,1,1,NA,animal,amphibians
topic1,1885,0,62,62,1,63,0.015625,0.015382737,0,0,topic59,1,1,NA,animal,amphibians
topic1,1886,1,65,66,2,66,0.029411765,0.02034012,0.015151515,0.015036293,topic59,1,1,NA,animal,amphibians
topic1,1887,1,71,72,2,72,0.027027027,0.018724874,0.013888889,0.013792101,topic59,1,1,NA,animal,amphibians
topic1,1888,0,85,85,1,86,0.011494253,0.011362886,0,0,topic59,1,1,NA,animal,amphibians
topic1,1889,0,70,70,1,71,0.013888889,0.013697309,0,0,topic59,1,1,NA,animal,amphibians
topic1,1890,0,74,74,1,75,0.013157895,0.012985889,0,0,topic59,1,1,NA,animal,amphibians
topic1,1891,0,66,66,1,67,0.014705882,0.014491186,0,0,topic59,1,1,NA,animal,amphibians
topic1,1892,0,67,67,1,68,0.014492754,0.014284214,0,0,topic59,1,1,NA,animal,amphibians
topic1,1893,0,101,101,1,102,0.009708738,0.009614931,0,0,topic59,1,1,NA,animal,amphibians
topic1,1894,0,60,60,1,61,0.016129032,0.015870951,0,0,topic59,1,1,NA,animal,amphibians
topic1,1895,0,96,96,1,97,0.010204082,0.010100484,0,0,topic59,1,1,NA,animal,amphibians
topic1,1896,0,105,105,1,106,0.009345794,0.009258855,0,0,topic59,1,1,NA,animal,amphibians
topic1,1897,1,89,90,2,90,0.02173913,0.015121921,0.011111111,0.01104921,topic59,1,1,NA,animal,amphibians
topic1,1898,1,112,113,2,113,0.017391304,0.012137448,0.008849558,0.008810313,topic59,1,1,NA,animal,amphibians
topic1,1899,0,113,113,1,114,0.008695652,0.008620364,0,0,topic59,1,1,NA,animal,amphibians
topic1,1900,0,113,113,1,114,0.008695652,0.008620364,0,0,topic59,1,1,NA,animal,amphibians
topic1,1901,0,116,116,1,117,0.008474576,0.00840306,0,0,topic59,1,1,NA,animal,amphibians
topic1,1902,0,145,145,1,146,0.006802721,0.0067566,0,0,topic59,1,1,NA,animal,amphibians
topic1,1903,0,131,131,1,132,0.007518797,0.007462476,0,0,topic59,1,1,NA,animal,amphibians
topic1,1904,0,137,137,1,138,0.007194245,0.007142672,0,0,topic59,1,1,NA,animal,amphibians
topic1,1905,0,122,122,1,123,0.008064516,0.00799974,0,0,topic59,1,1,NA,animal,amphibians
topic1,1906,0,105,105,1,106,0.009345794,0.009258855,0,0,topic59,1,1,NA,animal,amphibians
topic1,1907,1,116,117,2,117,0.016806723,0.011734655,0.008547009,0.008510404,topic59,1,1,NA,animal,amphibians
topic1,1908,1,156,157,2,157,0.012578616,0.008810645,0.006369427,0.00634911,topic59,1,1,NA,animal,amphibians
topic1,1909,2,157,159,3,158,0.01863354,0.010624434,0.012578616,0.008838308,topic59,1,1,NA,animal,amphibians
topic1,1910,0,138,138,1,139,0.007142857,0.007092018,0,0,topic59,1,1,NA,animal,amphibians
topic1,1911,2,146,148,3,147,0.02,0.011393038,0.013513514,0.009490713,topic59,1,1,NA,animal,amphibians
topic1,1912,0,129,129,1,130,0.007633588,0.007575537,0,0,topic59,1,1,NA,animal,amphibians
topic1,1913,0,137,137,1,138,0.007194245,0.007142672,0,0,topic59,1,1,NA,animal,amphibians
topic1,1914,0,151,151,1,152,0.006535948,0.006493368,0,0,topic59,1,1,NA,animal,amphibians
topic1,1915,0,153,153,1,154,0.006451613,0.006410123,0,0,topic59,1,1,NA,animal,amphibians
topic1,1916,2,165,167,3,166,0.017751479,0.010127529,0.011976048,0.008417483,topic59,1,1,NA,animal,amphibians
topic1,1917,0,122,122,1,123,0.008064516,0.00799974,0,0,topic59,1,1,NA,animal,amphibians
topic1,1918,0,122,122,1,123,0.008064516,0.00799974,0,0,topic59,1,1,NA,animal,amphibians
topic1,1919,1,113,114,2,114,0.017241379,0.01203418,0.00877193,0.008733372,topic59,1,1,NA,animal,amphibians
topic1,1920,1,136,137,2,137,0.014388489,0.010064599,0.00729927,0.007272582,topic59,1,1,NA,animal,amphibians
topic1,1921,0,120,120,1,121,0.008196721,0.008129808,0,0,topic59,1,1,NA,animal,amphibians
topic1,1922,2,152,154,3,153,0.019230769,0.010960539,0.012987013,0.009123379,topic59,1,1,NA,animal,amphibians
topic1,1923,2,157,159,3,158,0.01863354,0.010624434,0.012578616,0.008838308,topic59,1,1,NA,animal,amphibians
topic1,1924,0,144,144,1,145,0.006849315,0.006802562,0,0,topic59,1,1,NA,animal,amphibians
topic1,1925,1,150,151,2,151,0.013071895,0.009152752,0.006622517,0.006600551,topic59,1,1,NA,animal,amphibians
topic1,1926,0,173,173,1,174,0.005714286,0.005681725,0,0,topic59,1,1,NA,animal,amphibians
topic1,1927,1,177,178,2,178,0.011111111,0.007791359,0.005617978,0.005602174,topic59,1,1,NA,animal,amphibians
topic1,1928,1,172,173,2,173,0.011428571,0.00801205,0.005780347,0.005763616,topic59,1,1,NA,animal,amphibians
topic1,1929,1,173,174,2,174,0.011363636,0.007966918,0.005747126,0.005730588,topic59,1,1,NA,animal,amphibians
topic1,1930,4,185,189,5,186,0.02617801,0.011522786,0.021164021,0.010469433,topic59,1,1,NA,animal,amphibians
topic1,1931,1,222,223,2,223,0.008888889,0.006243537,0.004484305,0.004474239,topic59,1,1,NA,animal,amphibians
topic1,1932,7,222,229,8,223,0.034632035,0.012004427,0.030567686,0.011375547,topic59,1,1,NA,animal,amphibians
topic1,1933,0,187,187,1,188,0.005291005,0.005263084,0,0,topic59,1,1,NA,animal,amphibians
topic1,1934,0,212,212,1,213,0.004672897,0.004651112,0,0,topic59,1,1,NA,animal,amphibians
topic1,1935,2,260,262,3,261,0.011363636,0.006511095,0.007633588,0.00537712,topic59,1,1,NA,animal,amphibians
topic1,1936,4,271,275,5,272,0.018050542,0.00798486,0.014545455,0.007219641,topic59,1,1,NA,animal,amphibians
topic1,1937,2,249,251,3,250,0.011857708,0.006791931,0.007968127,0.005611825,topic59,1,1,NA,animal,amphibians
topic1,1938,0,249,249,1,250,0.003984064,0.003968222,0,0,topic59,1,1,NA,animal,amphibians
topic1,1939,4,294,298,5,295,0.016666667,0.007378898,0.013422819,0.006666214,topic59,1,1,NA,animal,amphibians
topic1,1940,9,245,254,10,246,0.0390625,0.0120854,0.035433071,0.011599886,topic59,1,1,NA,animal,amphibians
topic1,1941,3,264,267,4,265,0.014869888,0.00736578,0.011235955,0.006450534,topic59,1,1,NA,animal,amphibians
topic1,1942,1,274,275,2,275,0.007220217,0.005077842,0.003636364,0.003629746,topic59,1,1,NA,animal,amphibians
topic1,1943,4,232,236,5,233,0.021008403,0.009276562,0.016949153,0.008402451,topic59,1,1,NA,animal,amphibians
topic1,1944,0,201,201,1,202,0.004926108,0.004901901,0,0,topic59,1,1,NA,animal,amphibians
topic1,1945,3,228,231,4,229,0.017167382,0.00849149,0.012987013,0.007449208,topic59,1,1,NA,animal,amphibians
topic1,1946,2,209,211,3,210,0.014084507,0.008055338,0.009478673,0.006670593,topic59,1,1,NA,animal,amphibians
topic1,1947,2,253,255,3,254,0.011673152,0.006687049,0.007843137,0.005524144,topic59,1,1,NA,animal,amphibians
topic1,1948,5,262,267,6,263,0.022304833,0.008987095,0.018726592,0.008296,topic59,1,1,NA,animal,amphibians
topic1,1949,4,311,315,5,312,0.015772871,0.00698698,0.012698413,0.006308765,topic59,1,1,NA,animal,amphibians
topic1,1950,0,341,341,1,342,0.002915452,0.002906964,0,0,topic59,1,1,NA,animal,amphibians
topic1,1951,4,354,358,5,355,0.013888889,0.006159466,0.011173184,0.005555294,topic59,1,1,NA,animal,amphibians
topic1,1952,7,397,404,8,398,0.019704433,0.006889113,0.017326733,0.006491906,topic59,1,1,NA,animal,amphibians
topic1,1953,8,415,423,9,416,0.021176471,0.006975481,0.01891253,0.006623057,topic59,1,1,NA,animal,amphibians
topic1,1954,3,500,503,4,501,0.007920792,0.00394078,0.005964215,0.003433157,topic59,1,1,NA,animal,amphibians
topic1,1955,16,598,614,17,599,0.027597403,0.006594997,0.026058632,0.006429216,topic59,1,1,NA,animal,amphibians
topic1,1956,9,641,650,10,642,0.015337423,0.004809095,0.013846154,0.004583321,topic59,1,1,NA,animal,amphibians
topic1,1957,14,619,633,15,620,0.023622047,0.006021978,0.022116904,0.005845259,topic59,1,1,NA,animal,amphibians
topic1,1958,9,648,657,10,649,0.015174507,0.004758444,0.01369863,0.004534827,topic59,1,1,NA,animal,amphibians
topic1,1959,11,708,719,12,709,0.016643551,0.004761128,0.015299026,0.004577408,topic59,1,1,NA,animal,amphibians
topic1,1960,15,704,719,16,705,0.022191401,0.005482147,0.020862309,0.00533014,topic59,1,1,NA,animal,amphibians
topic1,1961,12,735,747,13,736,0.017356475,0.004768679,0.016064257,0.004599953,topic59,1,1,NA,animal,amphibians
topic1,1962,21,725,746,22,726,0.029411765,0.006173581,0.028150134,0.006055784,topic59,1,1,NA,animal,amphibians
topic1,1963,8,783,791,9,784,0.011349306,0.003759204,0.01011378,0.003557633,topic59,1,1,NA,animal,amphibians
topic1,1964,18,950,968,19,951,0.019587629,0.00444719,0.018595041,0.004341952,topic59,1,1,NA,animal,amphibians
topic1,1965,16,1028,1044,17,1029,0.01625239,0.003907753,0.01532567,0.003801945,topic59,1,1,NA,animal,amphibians
topic1,1966,16,1150,1166,17,1151,0.014554795,0.003502773,0.013722127,0.003406913,topic59,1,1,NA,animal,amphibians
topic1,1967,20,1173,1193,21,1174,0.017573222,0.003799358,0.016764459,0.003717092,topic59,1,1,NA,animal,amphibians
topic1,1968,35,1357,1392,36,1358,0.025824964,0.004246697,0.025143678,0.004196286,topic59,1,1,NA,animal,amphibians
topic1,1969,29,1500,1529,30,1501,0.019595036,0.003541167,0.018966645,0.003488457,topic59,1,1,NA,animal,amphibians
topic1,1970,27,1538,1565,28,1539,0.017868539,0.003345464,0.017252396,0.00329146,topic59,1,1,NA,animal,amphibians
topic1,1971,29,1688,1717,30,1689,0.017452007,0.003157442,0.016889924,0.003109781,topic59,1,1,NA,animal,amphibians
topic1,1972,35,1820,1855,36,1821,0.019386107,0.003198685,0.018867925,0.003159031,topic59,1,1,NA,animal,amphibians
topic1,1973,35,1972,2007,36,1973,0.017919363,0.002958945,0.017438964,0.002921907,topic59,1,1,NA,animal,amphibians
topic1,1974,31,2060,2091,32,2061,0.015289059,0.002681368,0.014825442,0.002642916,topic59,1,1,NA,animal,amphibians
topic1,1975,24,2294,2318,25,2295,0.010775862,0.002143067,0.010353753,0.002102481,topic59,1,1,NA,animal,amphibians
topic1,1976,41,2348,2389,42,2349,0.017565872,0.002686,0.017161992,0.002657154,topic59,1,1,NA,animal,amphibians
topic1,1977,36,2671,2707,37,2672,0.013658176,0.002229592,0.013298855,0.002201688,topic59,1,1,NA,animal,amphibians
topic1,1978,50,2734,2784,51,2735,0.018305815,0.002539301,0.01795977,0.002516984,topic59,1,1,NA,animal,amphibians
topic1,1979,42,3031,3073,43,3032,0.01398374,0.002117193,0.013667426,0.002094468,topic59,1,1,NA,animal,amphibians
topic1,1980,42,3294,3336,43,3295,0.012881965,0.001951495,0.012589928,0.0019304,topic59,1,1,NA,animal,amphibians
topic1,1981,38,3602,3640,39,3603,0.010708402,0.001705277,0.01043956,0.001684657,topic59,1,1,NA,animal,amphibians
topic1,1982,48,3664,3712,49,3665,0.013193323,0.001872034,0.012931034,0.001854327,topic59,1,1,NA,animal,amphibians
topic1,1983,52,3833,3885,53,3834,0.013635194,0.001859886,0.013384813,0.001843676,topic59,1,1,NA,animal,amphibians
topic1,1984,48,4112,4160,49,4113,0.011773186,0.001671753,0.011538462,0.001655797,topic59,1,1,NA,animal,amphibians
topic1,1985,61,4381,4442,62,4382,0.013951395,0.001759228,0.013732553,0.001746159,topic59,1,1,NA,animal,amphibians
topic1,1986,52,4450,4502,53,4451,0.011767318,0.001606649,0.011550422,0.001592478,topic59,1,1,NA,animal,amphibians
topic1,1987,55,4644,4699,56,4645,0.011912359,0.001582178,0.011704618,0.001568987,topic59,1,1,NA,animal,amphibians
topic1,1988,51,4806,4857,52,4807,0.01070179,0.001475957,0.010500309,0.001462597,topic59,1,1,NA,animal,amphibians
topic1,1989,70,4894,4964,71,4895,0.014297221,0.001684425,0.014101531,0.001673529,topic59,1,1,NA,animal,amphibians
topic1,1990,56,4951,5007,57,4952,0.011379517,0.001498504,0.011184342,0.001486189,topic59,1,1,NA,animal,amphibians
topic1,1991,62,5229,5291,63,5230,0.011902513,0.001490484,0.011718012,0.001479444,topic59,1,1,NA,animal,amphibians
topic1,1992,81,5515,5596,82,5516,0.014648089,0.001605576,0.014474625,0.00159661,topic59,1,1,NA,animal,amphibians
topic1,1993,61,5659,5720,62,5660,0.010835372,0.001368499,0.010664336,0.001358128,topic59,1,1,NA,animal,amphibians
topic1,1994,68,6033,6101,69,6034,0.011305915,0.001353245,0.011145714,0.001344063,topic59,1,1,NA,animal,amphibians
topic1,1995,73,6129,6202,74,6130,0.011927789,0.001378172,0.011770397,0.001369489,topic59,1,1,NA,animal,amphibians
topic1,1996,90,6765,6855,91,6766,0.01327111,0.001381827,0.013129103,0.001374814,topic59,1,1,NA,animal,amphibians
topic1,1997,85,6729,6814,86,6730,0.012617371,0.001351856,0.012474318,0.001344564,topic59,1,1,NA,animal,amphibians
topic1,1998,97,7266,7363,98,7267,0.013306178,0.001335064,0.013173978,0.001328775,topic59,1,1,NA,animal,amphibians
topic1,1999,100,7331,7431,101,7332,0.013588053,0.001342754,0.013457139,0.001336629,topic59,1,1,NA,animal,amphibians
topic1,2000,94,7640,7734,95,7641,0.012280248,0.001252086,0.012154125,0.001245961,topic59,1,1,NA,animal,amphibians
topic1,2001,111,8067,8178,112,8068,0.013691932,0.0012848,0.013573001,0.001279519,topic59,1,1,NA,animal,amphibians
topic1,2002,105,8145,8250,106,8146,0.012845371,0.001239538,0.012727273,0.001234125,topic59,1,1,NA,animal,amphibians
topic1,2003,108,8725,8833,109,8726,0.012337295,0.00117432,0.012226876,0.001169317,topic59,1,1,NA,animal,amphibians
topic1,2004,109,9015,9124,110,9016,0.012053474,0.001142244,0.011946515,0.001137413,topic59,1,1,NA,animal,amphibians
topic1,2005,130,9303,9433,131,9304,0.013884473,0.001204577,0.013781406,0.001200351,topic59,1,1,NA,animal,amphibians
topic1,2006,122,9841,9963,123,9842,0.012343201,0.001106003,0.012245308,0.001101829,topic59,1,1,NA,animal,amphibians
topic1,2007,133,10075,10208,134,10076,0.013124388,0.001126255,0.013028997,0.001122373,topic59,1,1,NA,animal,amphibians
topic1,2008,103,10289,10392,104,10290,0.010005773,0.000976179,0.00991147,0.000971754,topic59,1,1,NA,animal,amphibians
topic1,2009,122,10487,10609,123,10488,0.011591744,0.001039068,0.01149967,0.001035128,topic59,1,1,NA,animal,amphibians
topic1,2010,109,10137,10246,110,10138,0.010733802,0.001017871,0.010638298,0.00101353,topic59,1,1,NA,animal,amphibians
topic1,2011,129,10077,10206,130,10078,0.01273511,0.001109754,0.012639624,0.001105801,topic59,1,1,NA,animal,amphibians
topic1,2012,83,6905,6988,84,6906,0.012017167,0.001303185,0.011877504,0.00129596,topic59,1,1,NA,animal,amphibians
topic1,2013,93,6662,6755,94,6663,0.013911499,0.001424741,0.01376758,0.00141777,topic59,1,1,NA,animal,amphibians
topic1,2014,13,2903,2916,14,2904,0.004797807,0.001278969,0.004458162,0.001233712,topic59,1,1,NA,animal,amphibians
topic1,2015,7,704,711,8,705,0.011220196,0.003941857,0.009845288,0.003702806,topic59,1,1,NA,animal,amphibians
topic1,2016,0,254,254,1,255,0.00390625,0.003891021,0,0,topic59,1,1,NA,animal,amphibians
topic1,2017,0,124,124,1,125,0.007936508,0.007873768,0,0,topic59,1,1,NA,animal,amphibians
topic2,1809,0,1,1,1,2,0.333333333,0.23570226,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1812,0,1,1,1,2,0.333333333,0.23570226,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1815,0,2,2,1,3,0.25,0.193649167,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1830,0,3,3,1,4,0.2,0.163299316,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1833,0,3,3,1,4,0.2,0.163299316,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1834,0,1,1,1,2,0.333333333,0.23570226,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1836,0,1,1,1,2,0.333333333,0.23570226,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1837,0,2,2,1,3,0.25,0.193649167,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1838,0,1,1,1,2,0.333333333,0.23570226,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1839,0,1,1,1,2,0.333333333,0.23570226,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1840,0,1,1,1,2,0.333333333,0.23570226,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1843,0,1,1,1,2,0.333333333,0.23570226,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1844,0,1,1,1,2,0.333333333,0.23570226,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1845,0,2,2,1,3,0.25,0.193649167,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1850,1,1,2,2,2,0.5,0.223606798,0.5,0.353553391,topic81,2,1,anatomy,animal,animal anatomy
topic2,1852,0,1,1,1,2,0.333333333,0.23570226,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1854,1,6,7,2,7,0.222222222,0.13146844,0.142857143,0.132260014,topic81,2,1,anatomy,animal,animal anatomy
topic2,1856,0,3,3,1,4,0.2,0.163299316,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1857,0,7,7,1,8,0.111111111,0.099380799,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1858,0,2,2,1,3,0.25,0.193649167,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1859,0,3,3,1,4,0.2,0.163299316,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1860,0,5,5,1,6,0.142857143,0.123717915,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1861,0,2,2,1,3,0.25,0.193649167,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1862,0,5,5,1,6,0.142857143,0.123717915,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1863,0,2,2,1,3,0.25,0.193649167,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1864,0,1,1,1,2,0.333333333,0.23570226,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1865,1,2,3,2,3,0.4,0.2,0.333333333,0.272165527,topic81,2,1,anatomy,animal,animal anatomy
topic2,1866,0,2,2,1,3,0.25,0.193649167,0,0,topic81,2,1,anatomy,animal,animal anatomy
topic2,1867,3,34,37,4,35,0.102564103,0.047969966,0.081081081,0.044874281,topic81,2,1,anatomy,animal,animal anatomy
topic2,1868,6,49,55,7,50,0.122807018,0.043096814,0.109090909,0.042036798,topic81,2,1,anatomy,animal,animal anatomy
topic2,1869,14,53,67,15,54,0.217391304,0.049299714,0.208955224,0.049669495,topic81,2,1,anatomy,animal,animal anatomy
topic2,1870,8,41,49,9,42,0.176470588,0.052865708,0.163265306,0.05280108,topic81,2,1,anatomy,animal,animal anatomy
topic2,1871,6,54,60,7,55,0.112903226,0.039872035,0.1,0.038729833,topic81,2,1,anatomy,animal,animal anatomy
topic2,1872,6,38,44,7,39,0.152173913,0.052393156,0.136363636,0.051735471,topic81,2,1,anatomy,animal,animal anatomy
topic2,1873,7,48,55,8,49,0.140350877,0.045609381,0.127272727,0.044939228,topic81,2,1,anatomy,animal,animal anatomy
topic2,1874,13,47,60,14,48,0.225806452,0.052677199,0.216666667,0.053185559,topic81,2,1,anatomy,animal,animal anatomy
topic2,1875,13,28,41,14,29,0.325581395,0.070642852,0.317073171,0.072673304,topic81,2,1,anatomy,animal,animal anatomy
topic2,1876,6,43,49,7,44,0.137254902,0.047720338,0.12244898,0.046829092,topic81,2,1,anatomy,animal,animal anatomy
topic2,1877,5,46,51,6,47,0.113207547,0.043117325,0.098039216,0.041639802,topic81,2,1,anatomy,animal,animal anatomy
topic2,1878,8,50,58,9,51,0.15,0.045718311,0.137931034,0.04527808,topic81,2,1,anatomy,animal,animal anatomy
topic2,1879,6,48,54,7,49,0.125,0.04380479,0.111111111,0.042766687,topic81,2,1,anatomy,animal,animal anatomy
topic2,1880,10,46,56,11,47,0.189655172,0.051037721,0.178571429,0.051179599,topic81,2,1,anatomy,animal,animal anatomy
topic2,1881,17,41,58,18,42,0.3,0.058673869,0.293103448,0.059768781,topic81,2,1,anatomy,animal,animal anatomy
topic2,1882,16,41,57,17,42,0.288135593,0.058468435,0.280701754,0.059516809,topic81,2,1,anatomy,animal,animal anatomy
topic2,1883,14,65,79,15,66,0.185185185,0.042896875,0.17721519,0.042961562,topic81,2,1,anatomy,animal,animal anatomy
topic2,1884,22,49,71,23,50,0.315068493,0.054002044,0.309859155,0.05488098,topic81,2,1,anatomy,animal,animal anatomy
topic2,1885,9,53,62,10,54,0.15625,0.045036043,0.14516129,0.044737494,topic81,2,1,anatomy,animal,animal anatomy
topic2,1886,5,61,66,6,62,0.088235294,0.034145857,0.075757576,0.032571219,topic81,2,1,anatomy,animal,animal anatomy
topic2,1887,6,66,72,7,67,0.094594595,0.033792792,0.083333333,0.032572332,topic81,2,1,anatomy,animal,animal anatomy
topic2,1888,7,78,85,8,79,0.091954023,0.03080335,0.082352941,0.029817274,topic81,2,1,anatomy,animal,animal anatomy
topic2,1889,9,61,70,10,62,0.138888889,0.040476404,0.128571429,0.040007288,topic81,2,1,anatomy,animal,animal anatomy
topic2,1890,8,66,74,9,67,0.118421053,0.036821349,0.108108108,0.036096856,topic81,2,1,anatomy,animal,animal anatomy
topic2,1891,10,56,66,11,57,0.161764706,0.044330263,0.151515152,0.04413449,topic81,2,1,anatomy,animal,animal anatomy
topic2,1892,7,60,67,8,61,0.115942029,0.038265888,0.104477612,0.037369083,topic81,2,1,anatomy,animal,animal anatomy
topic2,1893,12,89,101,13,90,0.126213592,0.032564097,0.118811881,0.032196122,topic81,2,1,anatomy,animal,animal anatomy
topic2,1894,10,50,60,11,51,0.177419355,0.048130399,0.166666667,0.048112522,topic81,2,1,anatomy,animal,animal anatomy
topic2,1895,11,85,96,12,86,0.12244898,0.032945506,0.114583333,0.032508652,topic81,2,1,anatomy,animal,animal anatomy
topic2,1896,7,98,105,8,99,0.074766355,0.025308531,0.066666667,0.024343225,topic81,2,1,anatomy,animal,animal anatomy
topic2,1897,7,83,90,8,84,0.086956522,0.029218326,0.077777778,0.028230873,topic81,2,1,anatomy,animal,animal anatomy
topic2,1898,9,104,113,10,105,0.086956522,0.026161812,0.079646018,0.025469491,topic81,2,1,anatomy,animal,animal anatomy
