"topicnumber","topic_label","median5","LCI5","UCI5","mode","LCI6","median6","UCI6","LCI7","median7","UCI7"
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
1,"agricultural pest control",0.563203005216858,0.396681198914814,0.727079604361694,"BMR",NA,NA,NA,-0.0195729477589012,-0.0146481759892825,-0.00953717838832737
