"topic_label","originaltopic","haldtopic","topic_use","topic_majortaxon","topic_discipline","year","proportion_present","sd_proportion_present","rollmean","start_year","start_year_proportion_present","norm_year","norm_prop"
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1983,0.0118404118404118,0.00173540736877951,0.00976827395318588,1961,0.0120481927710843,22,0.982754182754182
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1984,0.0112980769230769,0.00163865786874423,0.0103357318369877,1961,0.0120481927710843,23,0.937740384615386
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1985,0.0123818099954975,0.0016591946192344,0.0110734847233774,1961,0.0120481927710843,24,1.0276902296263
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1986,0.0113282985339849,0.00157726856967833,0.0114710125620425,1961,0.0120481927710843,25,0.94024877832075
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1987,0.012768674185997,0.00163787081338757,0.0119234542957936,1961,0.0120481927710843,26,1.05979995743775
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1988,0.0148239654107474,0.00173402384016124,0.0125201650098607,1961,0.0120481927710843,27,1.23038912909204
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1989,0.0120870265914585,0.00155096928309049,0.0126779549435371,1961,0.0120481927710843,28,1.00322320709106
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1990,0.0153784701418015,0.00173901142450286,0.0132772869727979,1961,0.0120481927710843,29,1.27641302176953
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1991,0.0171990171990172,0.00178737519142474,0.0144514307058043,1961,0.0120481927710843,30,1.42751842751843
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1992,0.0171551107934239,0.00173580287174508,0.0153287180272897,1961,0.0120481927710843,31,1.42387419585419
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1993,0.0213286713286713,0.00191030327050943,0.0166296592108745,1961,0.0120481927710843,32,1.77027972027972
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1994,0.0240944107523357,0.00196318643719538,0.0190311360430499,1961,0.0120481927710843,33,1.99983609244387
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1995,0.0199935504675911,0.00177743426275494,0.0199541521082078,1961,0.0120481927710843,34,1.65946468881007
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1996,0.0234865061998541,0.00182913012875467,0.0212116499083752,1961,0.0120481927710843,35,1.9493800145879
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1997,0.0218667449368946,0.00177169931489375,0.0221539767370694,1961,0.0120481927710843,36,1.81493982976226
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1998,0.0222735298112183,0.00171979154734334,0.0223429484335788,1961,0.0120481927710843,37,1.84870297433112
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",1999,0.0224734221504508,0.00171939342388644,0.0220187507132018,1961,0.0120481927710843,38,1.86529403848742
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",2000,0.0212050685285751,0.00163818751656999,0.0222610543253986,1961,0.0120481927710843,39,1.76002068787174
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",2001,0.0261677671802397,0.00176523224923641,0.0227973065214757,1961,0.0120481927710843,40,2.1719246759599
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",2002,0.0244848484848485,0.00170152661149895,0.0233209272310665,1961,0.0120481927710843,41,2.03224242424243
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",2003,0.0290954375636816,0.00178832563556347,0.0246853087815591,1961,0.0120481927710843,42,2.41492131778558
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",2004,0.0290442788250767,0.00175807489733866,0.0259994801164843,1961,0.0120481927710843,43,2.41067514248137
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",2005,0.0289409519771017,0.0017260537221937,0.0275466568061896,1961,0.0120481927710843,44,2.40209901409945
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",2006,0.0317173542105791,0.0017557168820155,0.0286565742122575,1961,0.0120481927710843,45,2.63254039947807
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",2007,0.0288989028213166,0.00165806888317108,0.0295393850795511,1961,0.0120481927710843,46,2.39860893416929
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",2008,0.0288683602771363,0.00164248170641062,0.0294939696222421,1961,0.0120481927710843,47,2.39607390300232
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",2009,0.035158827410689,0.001788166195178,0.0307168793393645,1961,0.0120481927710843,48,2.9181826750872
"epidemiology","topic98","topic63",1,"fungi, bacteria, viruses","ecology",2010,0.0386492289674019,0.00190429479738541,0.0326585347374246,1961,0.0120481927710843,49,3.20788600429437
"experimental design","topic142","topic114",1,NA,NA,1961,0.0133868808567604,0.00420487259232116,0.0115230901977035,1961,0.0133868808567604,0,1
"experimental design","topic142","topic114",1,NA,NA,1962,0.00804289544235925,0.00327026724016062,0.0109199789228262,1961,0.0133868808567604,1,0.600804289544235
"experimental design","topic142","topic114",1,NA,NA,1963,0.011378002528445,0.00377102929322368,0.0104558534011179,1961,0.0133868808567604,2,0.84993678887484
"experimental design","topic142","topic114",1,NA,NA,1964,0.00619834710743802,0.00252261007110505,0.0108610304721188,1961,0.0133868808567604,3,0.463016528925619
"experimental design","topic142","topic114",1,NA,NA,1965,0.0114942528735632,0.00329898031158245,0.0101000757617132,1961,0.0133868808567604,4,0.858620689655169
"experimental design","topic142","topic114",1,NA,NA,1966,0.00771869639794168,0.00256294985154982,0.00896643886994943,1961,0.0133868808567604,5,0.576586620926242
"experimental design","topic142","topic114",1,NA,NA,1967,0.00754400670578374,0.00250516560523357,0.00886666112263433,1961,0.0133868808567604,6,0.563537300922044
"experimental design","topic142","topic114",1,NA,NA,1968,0.00574712643678161,0.00202606878537261,0.00774048590430165,1961,0.0133868808567604,7,0.429310344827585
"experimental design","topic142","topic114",1,NA,NA,1969,0.0111183780248528,0.00268156993723565,0.00872449208778461,1961,0.0133868808567604,8,0.830542838456503
"experimental design","topic142","topic114",1,NA,NA,1970,0.012779552715655,0.002839276754873,0.00898155205620297,1961,0.0133868808567604,9,0.954632587859427
"experimental design","topic142","topic114",1,NA,NA,1971,0.0104834012813046,0.00245797521433169,0.00953449303287555,1961,0.0133868808567604,10,0.783110075713452
"experimental design","topic142","topic114",1,NA,NA,1972,0.00377358490566038,0.00142358739036852,0.00878040867285088,1961,0.0133868808567604,11,0.28188679245283
"experimental design","topic142","topic114",1,NA,NA,1973,0.00946686596910812,0.00216154326037737,0.00952435657931618,1961,0.0133868808567604,12,0.707174887892375
